frame,time_s,raw_yaw_deg,raw_pitch_deg,raw_screen_x,raw_screen_y,filtered_x,filtered_y,final_x,final_y,speed,locked,ear_avg,blink_click,fwd_x,fwd_y,fwd_z
1330,100.5821,178.3244,214.6602,1417.3,118.1,1401.3,107.3,1401.3,107.3,14.67,0,0.2532,0,-0.024054,0.568543,0.822302
1331,100.6348,178.3363,214.8749,1418.0,102.6,1407.7,105.0,1407.7,105.0,6.75,0,0.2561,0,-0.023822,0.571625,0.820169
1332,100.6816,177.7131,215.3507,1378.1,68.3,1407.6,101.0,1407.6,101.0,4.02,0,0.2573,0,-0.032554,0.578273,0.815194
1333,100.7282,177.2854,215.6038,1350.8,50.1,1382.2,81.3,1382.2,81.3,32.17,0,0.2559,0,-0.038522,0.581745,0.812459
1334,100.7734,176.6452,215.5530,1309.8,53.8,1337.4,68.6,1337.4,68.6,46.51,0,0.2556,0,-0.047637,0.580796,0.812654
1335,100.8207,176.8164,215.7346,1320.8,40.7,1327.3,54.0,1327.3,54.0,17.75,0,0.2539,0,-0.045104,0.583437,0.810905
1336,100.8676,177.0109,215.7297,1333.2,41.1,1330.4,47.4,1330.4,47.4,7.24,0,0.2526,0,-0.042350,0.583437,0.811053
1337,100.9154,177.2181,215.7387,1346.5,40.4,1336.6,44.1,1336.6,44.1,7.06,0,0.2522,0,-0.039410,0.583636,0.811059
1338,100.9614,177.8446,215.2228,1386.6,77.5,1346.1,49.8,1346.1,49.8,11.11,0,0.2546,0,-0.030731,0.576485,0.816529
1339,101.0102,178.2981,215.0090,1415.6,92.9,1384.2,63.6,1384.2,63.6,40.54,0,0.2559,0,-0.024329,0.573535,0.818820
1340,101.0574,178.2976,214.9437,1415.5,97.6,1402.3,79.2,1402.3,79.2,23.81,0,0.2574,0,-0.024356,0.572601,0.819472
1341,101.1064,178.3237,214.9894,1417.2,94.4,1410.7,86.3,1410.7,86.3,11.06,0,0.2580,0,-0.023969,0.573260,0.819023
1342,101.1534,178.3013,215.1000,1415.8,86.4,1413.3,86.4,1413.3,86.4,2.58,0,0.2599,0,-0.024257,0.574835,0.817909
1343,101.1982,178.3352,215.1108,1418.0,85.6,1415.4,86.1,1415.4,86.1,2.14,0,0.2610,0,-0.023769,0.574996,0.817811
1344,101.2426,178.2693,215.1891,1413.7,80.0,1414.8,84.7,1414.8,84.7,1.52,0,0.2617,0,-0.024686,0.576102,0.817005
1345,101.2898,178.3448,215.2051,1418.6,78.8,1416.1,83.9,1416.1,83.9,1.58,0,0.2615,0,-0.023605,0.576344,0.816866
1346,101.3374,178.5879,215.1513,1434.1,82.7,1423.5,83.8,1423.5,83.8,7.41,0,0.2610,0,-0.020152,0.575621,0.817468
1347,101.3851,178.6156,215.1664,1435.9,81.6,1428.7,83.7,1428.7,83.7,5.17,1,0.2602,0,-0.019752,0.575840,0.817324
1348,101.4326,178.7294,215.1368,1443.2,83.7,1435.0,83.7,1428.7,83.7,6.25,1,0.2594,0,-0.018135,0.575437,0.817645
1349,101.4799,178.7926,215.0678,1447.2,88.7,1440.3,84.2,1428.7,83.7,5.32,1,0.2592,0,-0.017247,0.574459,0.818351
1350,101.5281,178.5679,214.9996,1432.8,93.6,1437.8,85.9,1428.7,83.7,2.95,1,0.2592,0,-0.020475,0.573451,0.818984
1351,101.5759,178.5190,214.8994,1429.7,100.8,1436.2,90.0,1428.7,83.7,4.45,1,0.2592,0,-0.021200,0.572009,0.819973
1352,101.6232,178.5057,214.8883,1428.9,101.6,1435.6,93.7,1428.7,83.7,3.71,1,0.2590,0,-0.021392,0.571847,0.820081
1353,101.6719,178.5301,214.9228,1430.4,99.1,1435.6,95.3,1428.7,83.7,1.69,1,0.2587,0,-0.021035,0.572345,0.819743
1354,101.7198,178.5552,214.8962,1432.0,101.1,1435.4,97.0,1428.7,83.7,1.70,1,0.2587,0,-0.020683,0.571969,0.820014
1355,101.7672,178.5795,214.8689,1433.6,103.0,1435.2,98.8,1428.7,83.7,1.74,1,0.2584,0,-0.020341,0.571582,0.820293
1356,101.8118,178.5748,214.8219,1433.3,106.4,1435.1,101.0,1428.7,83.7,2.20,1,0.2586,0,-0.020420,0.570909,0.820759
1357,101.8616,178.5814,214.8135,1433.7,107.0,1435.0,102.8,1428.7,83.7,1.84,1,0.2580,0,-0.020327,0.570789,0.820845
1358,101.9072,178.5780,214.8049,1433.5,107.6,1434.9,104.1,1428.7,83.7,1.33,1,0.2584,0,-0.020379,0.570665,0.820930
1359,101.9536,178.5330,214.7613,1430.6,110.8,1434.4,106.0,1428.7,83.7,1.93,1,0.2579,0,-0.021035,0.570032,0.821353
1360,101.9989,178.5330,214.7364,1430.6,112.6,1433.9,107.8,1428.7,83.7,1.90,1,0.2577,0,-0.021040,0.569676,0.821600
1361,102.0521,178.5579,214.7838,1432.2,109.2,1433.7,108.2,1428.7,83.7,0.42,1,0.2576,0,-0.020672,0.570360,0.821135
1362,102.1010,178.6024,214.7731,1435.1,109.9,1433.8,108.6,1428.7,83.7,0.40,1,0.2562,0,-0.020037,0.570214,0.821252
1363,102.1491,178.6832,214.7668,1440.2,110.4,1434.0,108.9,1428.7,83.7,0.39,1,0.2558,0,-0.018879,0.570136,0.821333
1364,102.1971,178.6972,214.8543,1441.1,104.1,1434.8,108.4,1428.7,83.7,0.94,1,0.2560,0,-0.018659,0.571393,0.820465
1365,102.2446,178.7231,214.8451,1442.8,104.7,1436.2,108.3,1428.7,83.7,1.41,1,0.2561,0,-0.018291,0.571265,0.820562
1366,102.2912,178.6688,215.1369,1439.3,83.7,1436.7,102.3,1428.7,83.7,6.07,1,0.2570,0,-0.019000,0.575429,0.817631
1367,102.3473,178.7063,215.3285,1441.7,69.9,1437.7,87.7,1428.7,83.7,14.60,1,0.2573,0,-0.018422,0.578165,0.815712
1368,102.4015,178.9258,215.6429,1455.8,47.3,1443.6,65.4,1443.6,65.4,23.08,0,0.2577,0,-0.015237,0.582665,0.812570
1369,102.4573,179.1320,215.7546,1469.0,39.3,1454.7,50.3,1454.7,50.3,18.75,0,0.2572,0,-0.012294,0.584270,0.811466
1370,102.5119,179.1470,215.7697,1469.9,38.2,1461.5,43.7,1461.5,43.7,9.48,0,0.2572,0,-0.012079,0.584486,0.811314
1371,102.5605,179.2084,215.8079,1473.8,35.4,1466.7,39.7,1466.7,39.7,6.57,0,0.2566,0,-0.011204,0.585032,0.810933
1372,102.6173,179.3444,215.6210,1482.5,48.9,1474.2,43.3,1474.2,43.3,8.30,0,0.2563,0,-0.009301,0.582396,0.812852
1373,102.6727,179.2279,215.7128,1475.1,42.3,1474.6,43.0,1474.6,43.0,0.50,0,0.2566,0,-0.010941,0.583687,0.811905
1374,102.7271,179.2292,215.6709,1475.2,45.3,1474.8,43.5,1474.8,43.5,0.60,0,0.2551,0,-0.010930,0.583094,0.812331
1375,102.7762,179.2349,215.6253,1475.5,48.6,1475.0,44.2,1475.0,44.2,0.68,0,0.2549,0,-0.010854,0.582448,0.812796
1376,102.8289,179.3264,215.7337,1481.4,40.8,1476.8,43.7,1476.8,43.7,1.86,0,0.2564,0,-0.009543,0.583992,0.811703
1377,102.8846,179.2222,215.8754,1474.7,30.6,1476.3,40.3,1476.3,40.3,3.43,0,0.2567,0,-0.011000,0.585990,0.810244
1378,102.9394,179.1900,216.0005,1472.7,21.6,1475.9,33.6,1475.9,33.6,6.71,1,0.2571,0,-0.011438,0.587754,0.808959
1379,102.9926,179.0389,216.0805,1463.0,15.8,1474.7,26.3,1475.9,33.6,7.33,1,0.2577,0,-0.013557,0.588868,0.808116
1380,103.0484,178.9353,216.2484,1456.4,3.7,1469.6,15.6,1475.9,33.6,11.88,1,0.2579,0,-0.014986,0.591221,0.806371
1381,103.1062,178.9530,216.1854,1457.5,8.2,1465.6,12.3,1475.9,33.6,5.18,1,0.2567,0,-0.014750,0.590336,0.807023
1382,103.1615,178.5919,216.0208,1434.4,20.1,1451.2,14.7,1475.9,33.6,14.59,1,0.2548,0,-0.019878,0.587963,0.808644
1383,103.2147,178.4907,216.0535,1427.9,17.7,1439.7,15.4,1475.9,33.6,11.59,1,0.2531,0,-0.021297,0.588407,0.808285
1384,103.2674,178.2897,215.9304,1415.0,26.6,1426.7,15.7,1475.9,33.6,12.99,1,0.2490,0,-0.024171,0.586631,0.809493
1385,103.3268,177.3812,215.8014,1356.9,35.9,1379.3,20.6,1379.3,20.6,47.60,0,0.2492,0,-0.037070,0.584575,0.810493
1386,103.3831,177.3208,216.1984,1353.0,7.3,1362.1,20.5,1362.1,20.5,17.25,0,0.2486,0,-0.037735,0.590163,0.806402
1387,103.4378,176.4964,217.1133,1300.3,-58.6,1318.6,-23.7,1318.6,10.0,44.75,0,0.2488,0,-0.048767,0.602676,0.796495
1388,103.4995,176.2619,217.1385,1285.3,-60.4,1294.7,-46.7,1294.7,10.0,23.84,0,0.2497,0,-0.052013,0.602927,0.796099
1389,103.5610,175.9208,217.0513,1263.4,-54.1,1272.8,-50.9,1272.8,10.0,21.99,0,0.2501,0,-0.056825,0.601556,0.796807
1390,103.6252,175.8681,217.0890,1260.1,-56.8,1264.3,-54.0,1264.3,10.0,8.44,0,0.2491,0,-0.057530,0.602056,0.796378
1391,103.6859,175.7127,217.1520,1250.1,-61.4,1255.6,-57.4,1255.6,10.0,8.74,0,0.2478,0,-0.059645,0.602856,0.795617
1392,103.7464,175.4434,217.0574,1232.9,-54.5,1241.8,-56.4,1241.8,10.0,13.81,0,0.2490,0,-0.063472,0.601400,0.796423
1393,103.8318,175.3084,217.0777,1224.2,-56.0,1230.5,-56.2,1230.5,10.0,11.29,0,0.2497,0,-0.065336,0.601610,0.796114
1394,103.9064,175.5745,217.0892,1241.3,-56.8,1235.5,-56.4,1235.5,10.0,4.99,0,0.2529,0,-0.061620,0.601911,0.796182
1395,103.9674,175.6812,217.0440,1248.1,-53.6,1238.3,-56.0,1238.3,10.0,2.84,0,0.2547,0,-0.060169,0.601337,0.796727
1396,104.0234,175.7618,216.9857,1253.3,-49.4,1239.0,-56.0,1239.0,10.0,0.72,0,0.2548,0,-0.059091,0.600565,0.797390
1397,104.0777,176.1172,216.8914,1276.0,-42.6,1253.3,-53.5,1253.3,10.0,14.26,0,0.2533,0,-0.054203,0.599417,0.798599
1398,104.1263,176.5599,216.9428,1304.3,-46.3,1280.9,-52.0,1280.9,10.0,27.64,0,0.2510,0,-0.047989,0.600325,0.798315
1399,104.1834,178.4210,216.6024,1423.4,-21.8,1391.0,-39.3,1391.0,10.0,110.04,0,0.2510,0,-0.022123,0.596113,0.802596
1400,104.2435,179.3785,216.6463,1484.7,-24.9,1466.7,-32.9,1466.7,10.0,75.74,0,0.2517,0,-0.008703,0.596850,0.802305
1401,104.3023,179.7803,216.8644,1510.4,-40.7,1501.2,-35.3,1501.2,10.0,34.52,0,0.2445,0,-0.003068,0.599921,0.800054
1402,104.3571,180.1914,216.9062,1536.8,-43.7,1528.2,-36.5,1528.2,10.0,27.00,0,0.2443,0,0.002671,0.600504,0.799617
1403,104.4110,180.8437,216.5353,1578.5,-17.0,1566.3,-30.6,1566.3,10.0,38.10,0,0.2477,0,0.011832,0.595276,0.803434
1404,104.4636,181.3498,216.7565,1610.9,-32.9,1599.7,-31.1,1599.7,10.0,33.39,0,0.2481,0,0.018875,0.598309,0.801043
1405,104.5188,181.6844,216.5174,1632.3,-15.7,1623.9,-26.1,1623.9,10.0,24.15,0,0.2488,0,0.023627,0.594901,0.803452
1406,104.5745,181.8047,216.6343,1640.0,-24.1,1635.3,-25.6,1635.3,10.0,11.39,0,0.2493,0,0.025276,0.596514,0.802204
1407,104.6265,181.8341,216.6259,1641.9,-23.5,1639.5,-25.1,1639.5,10.0,4.26,0,0.2488,0,0.025691,0.596391,0.802283
1408,104.6852,181.9305,216.7879,1648.1,-35.1,1644.8,-25.8,1644.8,10.0,5.29,0,0.2509,0,0.026984,0.598636,0.800566
1409,104.7372,181.9559,216.8690,1649.7,-41.0,1647.4,-28.2,1647.4,10.0,2.62,0,0.2515,0,0.027310,0.599764,0.799711
1410,104.7949,181.9943,216.8863,1652.1,-42.2,1649.8,-32.1,1649.8,10.0,2.39,0,0.2501,0,0.027840,0.599996,0.799519
1411,104.8504,181.8348,216.6709,1641.9,-26.7,1646.8,-31.2,1646.8,10.0,2.96,0,0.2502,0,0.025685,0.597021,0.801814
1412,104.9039,181.7783,216.6555,1638.3,-25.6,1644.9,-31.0,1644.9,10.0,1.97,1,0.2522,0,0.024899,0.596817,0.801991
1413,104.9547,181.6745,216.7216,1631.7,-30.4,1644.7,-31.0,1644.9,10.0,0.20,1,0.2502,0,0.023426,0.597764,0.801330
1414,105.0094,181.0501,216.9616,1591.7,-47.6,1620.5,-34.7,1620.5,10.0,24.20,0,0.2490,0,0.014645,0.601215,0.798953
1415,105.0632,179.3671,216.3226,1484.0,-1.6,1520.0,-26.8,1520.0,10.0,100.43,0,0.2572,0,-0.008900,0.592308,0.805662
1416,105.1160,178.4432,216.3426,1424.9,-3.1,1445.8,-17.9,1445.8,10.0,74.23,0,0.2569,0,-0.021886,0.592470,0.805295
1417,105.1678,176.4188,216.4714,1295.3,-12.4,1320.6,-15.9,1320.6,10.0,125.19,0,0.2601,0,-0.050265,0.593670,0.803137
1418,105.2260,174.7875,216.0690,1190.9,16.6,1208.8,0.2,1208.8,10.0,111.83,0,0.2541,0,-0.073540,0.587165,0.806120
1419,105.2846,174.3918,216.1584,1165.6,10.2,1172.4,4.9,1172.4,10.0,36.38,0,0.2557,0,-0.079033,0.588174,0.804863
1420,105.3399,174.1014,216.1218,1147.0,12.8,1151.9,8.3,1151.9,10.0,20.47,0,0.2555,0,-0.083165,0.587462,0.804967
1421,105.3917,174.1966,216.0672,1153.1,16.8,1152.8,11.7,1152.8,11.7,1.89,0,0.2564,0,-0.081879,0.586757,0.805613
1422,105.4462,173.9806,215.7792,1139.3,37.5,1143.1,24.1,1143.1,24.1,15.77,0,0.2568,0,-0.085235,0.582536,0.808324
1423,105.5062,173.7424,215.7093,1124.0,42.5,1129.8,33.6,1129.8,33.6,16.38,0,0.2547,0,-0.088685,0.581374,0.808789
1424,105.5615,173.9246,215.7713,1135.7,38.1,1133.3,35.6,1133.3,35.6,4.06,0,0.2541,0,-0.086037,0.582383,0.808348
1425,105.6115,174.0380,215.9409,1142.9,25.8,1137.8,32.8,1137.8,32.8,5.32,0,0.2536,0,-0.084252,0.584863,0.806744
1426,105.6643,174.1358,215.9730,1149.2,23.5,1141.7,31.4,1141.7,31.4,4.15,0,0.2530,0,-0.082836,0.585385,0.806513
1427,105.7232,174.2096,216.0042,1153.9,21.3,1143.9,31.1,1143.9,31.1,2.22,0,0.2535,0,-0.081761,0.585877,0.806265
1428,105.7810,174.5744,215.7928,1177.3,36.5,1153.5,31.5,1153.5,31.5,9.55,0,0.2533,0,-0.076813,0.583127,0.808741
1429,105.8389,174.6284,215.6834,1180.7,44.4,1165.2,34.2,1165.2,34.2,12.01,0,0.2503,0,-0.076153,0.581612,0.809894
1430,105.8912,174.6740,215.7155,1183.6,42.1,1173.4,36.0,1173.4,36.0,8.41,0,0.2487,0,-0.075476,0.582095,0.809610
1431,105.9421,174.7545,215.6212,1188.8,48.9,1180.3,39.8,1180.3,39.8,7.93,0,0.2480,0,-0.074423,0.580809,0.810631
1432,105.9970,174.6768,215.4354,1183.8,62.2,1181.8,49.1,1181.8,49.1,9.33,0,0.2473,0,-0.075699,0.578121,0.812432
1433,106.0548,175.2190,215.7236,1218.5,41.5,1201.6,46.8,1201.6,46.8,19.91,0,0.2475,0,-0.067745,0.582534,0.809978
1434,106.1038,175.1638,215.6794,1215.0,44.7,1208.1,46.4,1208.1,46.4,6.57,0,0.2497,0,-0.068565,0.581876,0.810382
1435,106.1559,175.4063,215.7411,1230.5,40.2,1219.9,45.9,1219.9,45.9,11.80,0,0.2513,0,-0.065076,0.582886,0.809944
1436,106.2155,175.7435,215.3806,1252.1,66.2,1239.1,52.0,1239.1,52.0,20.11,0,0.2519,0,-0.060571,0.577942,0.813827
1437,106.2705,175.9719,215.6659,1266.7,45.6,1255.5,50.9,1255.5,50.9,16.41,0,0.2525,0,-0.057118,0.582106,0.811105
1438,106.3208,175.8102,214.9474,1256.4,97.4,1255.9,72.0,1255.9,72.0,21.10,0,0.2528,0,-0.059938,0.571794,0.818204
1439,106.3722,176.4169,214.0021,1295.2,165.4,1278.8,135.1,1278.8,135.1,67.08,0,0.2549,0,-0.051843,0.558471,0.827903
1440,106.4278,176.2250,214.0055,1282.9,165.2,1281.0,155.6,1281.0,155.6,20.66,0,0.2546,0,-0.054617,0.558438,0.827746
1441,106.4811,176.1011,214.0853,1275.0,159.5,1278.4,158.0,1278.4,158.0,3.51,0,0.2545,0,-0.056356,0.559535,0.826888
1442,106.5329,176.1000,214.1732,1274.9,153.1,1277.2,155.4,1277.2,155.4,2.81,0,0.2546,0,-0.056314,0.560805,0.826030
1443,106.5862,176.1366,214.1597,1277.2,154.1,1277.2,154.8,1277.2,154.8,0.61,0,0.2550,0,-0.055793,0.560627,0.826187
1444,106.6405,176.2088,214.2322,1281.9,148.9,1278.5,152.8,1278.5,152.8,2.42,0,0.2535,0,-0.054704,0.561705,0.825527
1445,106.6899,176.2891,214.2446,1287.0,148.0,1280.8,151.6,1280.8,151.6,2.60,0,0.2533,0,-0.053537,0.561920,0.825457
1446,106.7444,176.2820,214.4951,1286.6,129.9,1282.5,149.6,1282.5,149.6,2.61,1,0.2530,0,-0.053480,0.565525,0.822995
1447,106.8030,176.5448,214.7370,1303.4,112.5,1290.9,134.2,1290.9,134.2,17.53,0,0.2532,0,-0.049556,0.569110,0.820766
1448,106.8560,176.3522,215.6450,1291.0,47.1,1290.9,77.7,1290.9,77.7,56.53,0,0.2543,0,-0.051738,0.581981,0.811555
1449,106.9081,176.1450,215.6906,1277.8,43.9,1289.4,55.6,1289.4,55.6,22.20,0,0.2529,0,-0.054646,0.582537,0.810965
1450,106.9610,176.5887,215.9218,1306.2,27.2,1293.9,37.0,1293.9,37.0,19.07,0,0.2518,0,-0.048217,0.585999,0.808876
1451,107.0156,176.6204,216.1594,1308.2,10.1,1298.7,19.4,1298.7,19.4,18.25,0,0.2509,0,-0.047625,0.589363,0.806463
1452,107.0662,176.4687,216.2980,1298.5,0.1,1298.7,7.5,1298.7,10.0,9.45,0,0.2501,0,-0.049674,0.591255,0.804954
1453,107.1252,176.4827,216.2859,1299.4,1.0,1298.8,3.6,1298.8,10.0,0.17,0,0.2503,0,-0.049486,0.591090,0.805086
1454,107.1782,176.6046,216.3438,1307.2,-3.2,1301.0,0.1,1301.0,10.0,2.14,0,0.2502,0,-0.047735,0.591954,0.804557
1455,107.2347,177.2283,216.5659,1347.1,-19.2,1324.4,-10.4,1324.4,10.0,23.40,0,0.2506,0,-0.038855,0.595297,0.802566
1456,107.2880,176.9626,216.6947,1330.1,-28.4,1327.0,-19.9,1327.0,10.0,2.58,0,0.2483,0,-0.042508,0.597011,0.801106
1457,107.3491,176.2323,216.9542,1283.4,-47.1,1323.6,-35.8,1323.6,10.0,3.39,0,0.2478,0,-0.052552,0.600346,0.798012
1458,107.4079,176.4168,215.9934,1295.2,22.1,1313.6,-35.4,1313.6,10.0,9.96,0,0.2488,0,-0.050600,0.586940,0.808048
1459,107.4635,176.6751,215.8504,1311.7,32.4,1313.1,0.1,1313.1,10.0,0.55,0,0.2487,0,-0.047037,0.585022,0.809652
1460,107.5166,177.0079,215.7222,1333.0,41.6,1313.5,24.6,1313.5,24.6,14.59,0,0.2489,0,-0.042397,0.583330,0.811128
1461,107.5719,177.2915,215.6408,1351.2,47.4,1328.0,38.2,1328.0,38.2,19.95,0,0.2507,0,-0.038418,0.582272,0.812086
1462,107.6280,177.3119,215.4249,1352.5,63.0,1339.4,53.2,1339.4,53.2,18.77,0,0.2509,0,-0.038231,0.579211,0.814280
1463,107.6893,177.4921,215.4335,1364.0,62.4,1352.4,58.5,1352.4,58.5,14.02,0,0.2521,0,-0.035664,0.579388,0.814271
1464,107.7469,177.4484,215.3816,1361.2,66.1,1356.6,62.4,1356.6,62.4,5.78,0,0.2530,0,-0.036309,0.578638,0.814776
1465,107.8044,177.2710,215.9855,1349.8,22.6,1354.2,58.2,1354.2,58.2,4.86,0,0.2523,0,-0.038541,0.587144,0.808564
1466,107.8566,177.0598,216.6483,1336.3,-25.1,1352.4,12.5,1352.4,12.5,45.72,0,0.2517,0,-0.041173,0.596395,0.801634
1467,107.9124,176.7951,216.5993,1319.4,-21.6,1342.1,-8.0,1342.1,10.0,10.66,0,0.2486,0,-0.044909,0.595614,0.802014
1468,107.9723,176.8200,216.5719,1321.0,-19.6,1333.3,-14.7,1333.3,10.0,8.83,0,0.2494,0,-0.044575,0.595240,0.802311
1469,108.0310,176.9052,216.6491,1326.4,-25.1,1330.6,-20.3,1330.6,10.0,2.64,0,0.2500,0,-0.043338,0.596352,0.801553
1470,108.0875,177.0469,216.2661,1335.5,2.4,1331.9,-13.2,1331.9,10.0,1.31,0,0.2504,0,-0.041557,0.591025,0.805582
1471,108.1421,177.2877,215.7526,1350.9,39.4,1332.7,4.8,1332.7,10.0,0.77,0,0.2518,0,-0.038417,0.583855,0.810949
1472,108.1908,177.3590,216.0116,1355.5,20.8,1338.8,10.7,1338.8,10.7,6.12,0,0.2524,0,-0.037285,0.587541,0.808335
1473,108.2473,177.3785,216.0172,1356.7,20.4,1345.6,14.6,1345.6,14.6,7.80,0,0.2531,0,-0.037008,0.587625,0.808287
1474,108.3019,177.3562,216.0451,1355.3,18.3,1349.2,15.9,1349.2,15.9,3.86,1,0.2531,0,-0.037310,0.588012,0.807991
1475,108.3531,177.4724,216.1001,1362.7,14.4,1354.4,15.5,1349.2,15.9,5.24,1,0.2521,0,-0.035645,0.588823,0.807475
1476,108.4034,177.0912,215.8935,1338.3,29.3,1351.4,19.9,1349.2,15.9,5.35,1,0.2507,0,-0.041129,0.585785,0.809422
1477,108.4629,176.8697,216.1619,1324.2,9.9,1345.6,18.0,1349.2,15.9,6.17,1,0.2444,0,-0.044110,0.589495,0.806567
1478,108.5177,176.8974,215.9185,1325.9,27.5,1339.0,20.3,1349.2,15.9,6.97,1,0.2454,0,-0.043855,0.586069,0.809073
1479,108.5705,177.1259,216.0528,1340.6,17.8,1339.4,19.9,1349.2,15.9,0.56,1,0.2445,0,-0.040556,0.588046,0.807810
1480,108.6228,176.7496,216.2418,1316.5,4.2,1330.7,18.4,1349.2,15.9,8.81,1,0.2407,0,-0.045756,0.590575,0.805685
1481,108.6821,176.4736,216.9089,1298.8,-43.9,1314.4,-14.9,1314.4,10.0,18.35,0,0.1857,0,-0.049215,0.599817,0.798622
1482,108.7406,176.9313,215.3898,1328.1,65.5,1319.1,13.0,1319.1,13.0,5.62,0,0.1671,0,-0.043663,0.578584,0.814453
1483,108.8026,176.5818,216.4207,1305.7,-8.7,1313.9,12.6,1313.9,12.6,5.22,0,0.1649,0,-0.048008,0.593025,0.803752
1484,108.8856,176.3636,216.1299,1291.8,12.2,1302.6,12.6,1302.6,12.6,11.28,0,0.1864,0,-0.051263,0.588843,0.806620
1485,108.9672,176.3947,215.9495,1293.8,25.2,1298.6,15.3,1298.6,15.3,4.86,0,0.2015,1,-0.050940,0.586309,0.808484
1486,109.0255,176.6431,215.9360,1309.7,26.2,1301.1,18.1,1301.1,18.1,3.75,0,0.2169,0,-0.047438,0.586221,0.808761
1487,109.0721,176.9531,215.9061,1329.5,28.3,1306.6,20.7,1306.6,20.7,6.13,0,0.2263,0,-0.043074,0.585915,0.809227
1488,109.1170,177.0699,215.9578,1337.0,24.6,1318.0,21.7,1318.0,21.7,11.45,0,0.2319,0,-0.041395,0.586686,0.808755
1489,109.1647,177.0325,216.0276,1334.6,19.6,1325.0,21.3,1325.0,21.3,7.03,0,0.2385,0,-0.041887,0.587658,0.808024
1490,109.2099,177.2703,216.1419,1349.8,11.4,1336.7,21.0,1336.7,21.0,11.65,0,0.2405,0,-0.038474,0.589350,0.806961
1491,109.2549,177.5584,216.2181,1368.2,5.9,1353.4,18.6,1353.4,18.6,16.89,0,0.2403,0,-0.034380,0.590512,0.806296
1492,109.3000,177.7058,216.2108,1377.7,6.4,1366.7,15.7,1366.7,15.7,13.65,0,0.2406,0,-0.032308,0.590449,0.806428
1493,109.3485,177.9067,215.9710,1390.5,23.7,1380.4,16.7,1380.4,16.7,13.72,0,0.2422,0,-0.029568,0.587118,0.808961
1494,109.3932,178.0822,215.6828,1401.8,44.4,1392.3,22.8,1392.3,22.8,13.41,0,0.2439,0,-0.027188,0.583082,0.811958
1495,109.4402,178.2162,215.5985,1410.3,50.5,1402.5,33.4,1402.5,33.4,14.71,0,0.2454,0,-0.025315,0.581915,0.812856
1496,109.4846,178.3254,215.5803,1417.3,51.8,1410.4,41.1,1410.4,41.1,11.04,0,0.2489,0,-0.023771,0.581679,0.813071
1497,109.5296,178.5504,215.5874,1431.7,51.3,1422.1,45.3,1422.1,45.3,12.39,0,0.2510,0,-0.020574,0.581821,0.813057
1498,109.5733,178.2937,215.4832,1415.3,58.8,1419.0,51.0,1419.0,51.0,6.43,0,0.2532,0,-0.024251,0.580293,0.814047
1499,109.6169,178.2785,215.6139,1414.3,49.4,1417.3,50.4,1417.3,50.4,1.81,0,0.2545,0,-0.024426,0.582147,0.812717
1500,109.6610,178.2872,215.5811,1414.9,51.8,1416.6,50.8,1416.6,50.8,0.83,0,0.2552,0,-0.024313,0.581682,0.813053
1501,109.7059,178.3176,215.4973,1416.8,57.8,1416.6,53.0,1416.6,53.0,2.17,0,0.2554,0,-0.023906,0.580498,0.813910
1502,109.7519,178.3694,215.2717,1420.1,74.0,1417.5,61.3,1417.5,61.3,8.37,0,0.2547,0,-0.023235,0.577298,0.816203
1503,109.7962,178.2472,214.8743,1412.3,102.6,1416.7,82.6,1416.7,82.6,21.27,0,0.2563,0,-0.025098,0.571598,0.820150
1504,109.8412,177.1402,215.9213,1341.5,27.3,1380.9,78.8,1380.9,78.8,35.99,0,0.2080,0,-0.040421,0.586195,0.809161
1505,109.8850,177.2894,216.2597,1351.0,2.9,1365.3,41.3,1365.3,41.3,40.60,0,0.1894,0,-0.038147,0.591016,0.805757
1506,109.9294,177.4102,216.5824,1358.8,-20.3,1362.1,3.2,1362.1,10.0,31.49,0,0.1727,0,-0.036297,0.595585,0.802472
1507,109.9711,177.2744,216.5971,1350.1,-21.4,1356.5,-11.7,1356.5,10.0,5.60,0,0.1817,0,-0.038193,0.595749,0.802262
1508,110.0153,177.5960,217.0747,1370.6,-55.8,1361.4,-40.4,1361.4,10.0,4.90,0,0.1859,0,-0.033476,0.602518,0.797403
1509,110.0648,177.5057,216.8416,1364.9,-39.0,1362.4,-39.6,1362.4,10.0,0.96,0,0.2001,1,-0.034841,0.599241,0.799810
1510,110.1127,177.6909,216.7226,1376.7,-30.4,1363.6,-34.8,1363.6,10.0,1.28,0,0.2180,0,-0.032303,0.597629,0.801122
1511,110.1563,177.6700,216.3819,1375.4,-5.9,1364.6,-27.2,1364.6,10.0,1.02,0,0.2280,0,-0.032740,0.592846,0.804650
1512,110.2009,177.7554,216.1797,1380.8,8.6,1368.4,-20.9,1368.4,10.0,3.73,1,0.2355,0,-0.031622,0.590025,0.806766
1513,110.2472,177.7710,215.9348,1381.8,26.3,1372.4,0.6,1368.4,10.0,4.06,1,0.2398,0,-0.031499,0.586573,0.809283
1514,110.2922,177.8018,215.9383,1383.8,26.0,1376.2,13.2,1368.4,10.0,4.93,1,0.2432,0,-0.031063,0.586631,0.809258
1515,110.3387,177.8286,215.8824,1385.5,30.1,1379.4,21.8,1368.4,10.0,9.12,1,0.2456,0,-0.030707,0.585847,0.809839
